USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.0  25944 17216 ?        Ss   janv.19   0:01 /usr/lib/systemd/systemd --switched-root --system --deserialize=55
sheepde+    3101  0.0  0.1 530008 67352 ?        SNl  janv.19   0:00 /usr/bin/akonadi_indexing_agent --identifier akonadi_indexing_agent
sheepde+    3102  0.0  0.0 522952 64012 ?        Sl   janv.19   0:00 /usr/bin/akonadi_maildir_resource --identifier akonadi_maildir_resource_0
sheepde+    3103  0.0  0.3 1012304 223284 ?      Sl   janv.19   0:00 /usr/bin/akonadi_maildispatcher_agent --identifier akonadi_maildispatcher_agent
sheepde+    3104  0.0  0.3 1013192 222432 ?      Sl   janv.19   0:00 /usr/bin/akonadi_migration_agent --identifier akonadi_migration_agent
sheepde+    3105  0.0  0.3 1027248 232704 ?      Sl   janv.19   0:00 /usr/bin/akonadi_newmailnotifier_agent --identifier akonadi_newmailnotifier_agent
root        3125  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-60]
root        3126  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-61]
root        3129  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-62]
sheepde+    3197  0.0  0.0 659656 49468 ?        Ssl  janv.19   0:00 /usr/bin/python3 /usr/bin/waydroid app launch io.github.sheepdestroyer.materialisheep
root        3202  0.0  0.0 596380 51820 ?        Ssl  janv.19   0:00 /usr/bin/python3 /usr/bin/waydroid container start
dnsmasq     3258  0.0  0.0 239276  5096 ?        S    janv.19   0:00 dnsmasq --conf-file=/dev/null -u dnsmasq --strict-order --bind-interfaces --pid-file=/run/waydroid-lxc/dnsmasq.pid --listen-address 192.168.240.1 --dhcp-range 192.168.240.2,192.168.240.254 --dhcp-lease-max=253 --dhcp-no-override --except-interface=lo --interface=waydroid0 --dhcp-leasefile=/var/lib/misc/dnsmasq.waydroid0.leases --dhcp-authoritative
root        3267  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-ext4-rsv-conversion]
root        3273  0.0  0.0      0     0 ?        I<   janv.19   0:00 [kworker/R-ext4-rsv-conversion]
root        3276  0.0  0.0  13036  7812 ?        S    janv.19   0:00 lxc-start -P /var/lib/waydroid/lxc -F -n waydroid -- /init
root        3280  0.0  0.0 10962392 11168 ?      Ssl  janv.19   0:00 /system/bin/init second_stage
root        3362  0.0  0.0 10888880 7480 ?       S    janv.19   0:00 /system/bin/init subcontext u:r:vendor_init:s0 14
root        3365  0.0  0.0 10814004 8068 ?       S    janv.19   0:00 /system/bin/ueventd
1092        3401  0.0  0.0 10842892 6056 ?       S    janv.19   0:00 /system/bin/prng_seeder
1036        3406  0.0  0.0 10860004 6724 ?       SNl  janv.19   0:00 /system/bin/logd
1069        3407  0.0  0.0 10814608 4224 ?       SLl  janv.19   0:00 /system/bin/lmkd
sheepde+    3408  0.0  0.0 10857064 5660 ?       S    janv.19   0:00 /system/bin/servicemanager
sheepde+    3409  0.0  0.0 10920284 6708 ?       S    janv.19   0:00 /system/bin/hwservicemanager
sheepde+    3410  0.0  0.0 10801024 4900 ?       S    janv.19   0:00 /vendor/bin/vndservicemanager /dev/vndbinder
root        3421  0.0  0.0 10979188 9372 ?       Sl   janv.19   0:00 /system/bin/vold --blkid_context=u:r:blkid:s0 --blkid_untrusted_context=u:r:blkid_untrusted:s0 --fsck_context=u:r:fsck:s0 --fsck_untrusted_context=u:r:fsck_untrusted:s0
sheepde+    3427  0.0  0.0 10784312 5988 ?       Sl   janv.19   0:00 /system/bin/hw/android.system.suspend@1.0-service
1017        3428  0.0  0.0 10870428 15884 ?      Sl   janv.19   0:00 /system/bin/keystore2 /data/misc/keystore
sheepde+    3429  0.0  0.0 10818928 8056 ?       S    janv.19   0:00 /vendor/bin/hw/android.hardware.keymaster@4.0-service
1058        3434  0.0  0.0 10818424 3116 ?       S    janv.19   0:00 /system/bin/tombstoned
1066        3461  0.0  0.0 10787948 6544 ?       Sl   janv.19   0:00 /apex/com.android.os.statsd/bin/statsd
root        3462  0.0  0.0 10957100 13256 ?      Sl   janv.19   0:18 /system/bin/netd
root        3463  0.0  0.2 14261176 171492 ?     S    janv.19   0:00 zygote64
root        3464  0.0  0.2 1854284 162548 ?      S<l  janv.19   0:00 zygote
sheepde+    3465  0.0  0.0 10812804 4368 ?       S    janv.19   0:00 /system/bin/hw/android.hidl.allocator@1.0-service
sheepde+    3466  0.0  0.0  40388 11784 ?        Sl   janv.19   0:00 /vendor/bin/hw/android.hardware.audio.service
sheepde+    3467  0.0  0.1 11143492 89076 ?      Sl   janv.19   0:44 /vendor/bin/hw/android.hardware.graphics.composer@2.1-service --desktop_file_hint=Waydroid.desktop
sheepde+    3468  0.0  0.0 10863644 5188 ?       Sl   janv.19   0:00 /system/bin/hw/vendor.waydroid.task@1.0-service
1047        3469  0.0  0.0  33580 11480 ?        Sl   janv.19   0:00 /vendor/bin/hw/android.hardware.camera.provider@2.7-external-service
1013        3470  0.0  0.0  24920  6552 ?        Sl   janv.19   0:00 /vendor/bin/hw/android.hardware.cas@1.2-service
sheepde+    3471  0.0  0.0 10789176 5460 ?       Sl   janv.19   0:00 /vendor/bin/hw/android.hardware.configstore@1.1-service
sheepde+    3472  0.0  0.0 10885772 6932 ?       S    janv.19   0:00 /vendor/bin/hw/android.hardware.gatekeeper@1.0-service
sheepde+    3473  0.0  0.0 10865104 5444 ?       Sl   janv.19   0:00 /vendor/bin/hw/android.hardware.graphics.allocator@2.0-service
sheepde+    3474  0.0  0.0 10895512 5256 ?       S    janv.19   0:00 /vendor/bin/hw/android.hardware.health@2.0-service.waydroid
sheepde+    3475  0.0  0.0 10837876 5000 ?       S    janv.19   0:00 /vendor/bin/hw/android.hardware.light@2.0-service.waydroid
sheepde+    3476  0.0  0.0 10842664 5084 ?       S    janv.19   0:00 /vendor/bin/hw/android.hardware.memtrack@1.0-service
sheepde+    3477  0.0  0.0 10901352 4988 ?       S    janv.19   0:00 /vendor/bin/hw/android.hardware.power@1.0-service.waydroid
sheepde+    3478  0.0  0.0 10795036 5072 ?       S    janv.19   0:00 /vendor/bin/hw/android.hardware.sensors@1.0-service.waydroid
sheepde+    3479  0.0  0.0 10831756 5184 ?       S    janv.19   0:00 /vendor/bin/hw/android.hardware.vibrator@1.0-service.waydroid
1041        3480  0.0  0.0 11228156 27312 ?      Sl   janv.19   0:00 /system/bin/audioserver
1076        3481  0.0  0.0 10859660 8768 ?       S    janv.19   0:00 /system/bin/credstore /data/misc/credstore
1072        3482  0.0  0.0 10920064 8148 ?       Sl   janv.19   0:00 /system/bin/gpuservice
sheepde+    3483  0.4  0.3 11343800 230200 ?     S<l  janv.19   5:04 /system/bin/surfaceflinger
2000        3514  0.0  0.0 10869976 7512 ?       Sl   janv.19   0:00 /apex/com.android.adbd/bin/adbd --root_seclabel=u:r:su:s0
9999        3516  0.0  0.0 10819416 3936 ?       Sl   janv.19   0:00 /system/bin/traced_probes
9999        3517  0.0  0.0 10840472 4184 ?       Sl   janv.19   0:00 /system/bin/traced
1047        3518  0.0  0.0 11299672 27280 ?      Sl   janv.19   0:00 /system/bin/cameraserver
sheepde+    3519  0.0  0.0 10888960 14076 ?      Sl   janv.19   0:00 /system/bin/idmap2d
1067        3520  0.0  0.0 10857136 5756 ?       Sl   janv.19   0:00 /system/bin/incidentd
root        3521  0.0  0.0 10888620 7040 ?       Sl   janv.19   0:00 /system/bin/installd
1040        3522  0.0  0.0 11274596 28884 ?      Sl   janv.19   0:00 media.extractor aextractor
1013        3523  0.0  0.0 10947956 8948 ?       Sl   janv.19   0:00 media.metrics diametrics
1013        3524  0.0  0.0  68912 26712 ?        Sl   janv.19   0:00 /system/bin/mediaserver
root        3525  0.0  0.0 10853748 8568 ?       SNl  janv.19   0:00 /system/bin/storaged
1010        3526  0.0  0.0 10859520 7328 ?       Sl   janv.19   0:00 /system/bin/wificond
root        3531  0.0  0.0 10825612 4316 ?       Sl   janv.19   0:00 /system_ext/bin/adb_root
1046        3532  0.0  0.0  60076 19156 ?        Sl   janv.19   0:00 media.codec hw/android.hardware.media.omx@1.0-service
1046        3539  0.0  0.0 11183328 20680 ?      Sl   janv.19   0:00 media.swcodec oid.media.swcodec/bin/mediaswcodec
sheepde+    3541  0.0  0.0 10845160 6600 ?       S    janv.19   0:00 /system/bin/gatekeeperd /data/misc/gatekeeper
1020        3554  0.0  0.0 10800588 3788 ?       S    janv.19   0:00 /system/bin/mdnsd
sheepde+    3689  0.0  0.8 15542864 531532 ?     S<l  janv.19   0:12 system_server
10099       4021  0.0  0.4 14180252 310680 ?     Sl   janv.19   0:07 com.google.android.gms.persistent
10127       4070  0.0  0.5 14048116 372804 ?     Sl   janv.19   0:30 com.android.systemui
1073        4276  0.0  0.1 13706104 117564 ?     Sl   janv.19   0:26 com.android.networkstack.process
1068        4290  0.0  0.1 13688540 97024 ?      Sl   janv.19   0:00 com.android.se
gpav        4308  0.0  0.2 13711744 136228 ?     Sl   janv.19   0:00 com.android.phone
10144       4327  0.0  0.2 13759752 162152 ?     Sl   janv.19   0:00 android.ext.services
10124       4348  0.0  0.4 14097216 282344 ?     Sl   janv.19   0:00 com.android.launcher3
1053        4424  0.0  0.1 39365404 85816 ?      S    janv.19   0:00 webview_zygote
10133       4462  0.0  0.1 13686028 92724 ?      Sl   janv.19   0:00 com.android.smspush
10143       4699  0.0  0.1 13772176 123316 ?     Sl   janv.19   0:00 com.android.providers.media.module
10098       4704  0.0  0.3 14563896 222052 ?     SLl  janv.19   0:00 com.google.android.googlequicksearchbox:interactor
10099       4830  0.0  0.1 13702392 107196 ?     Sl   janv.19   0:00 com.google.process.gservices
10098       5102  0.0  0.5 40105716 382852 ?     S<Ll janv.19   0:04 com.google.android.googlequicksearchbox:googleapp
10152       5231  0.2  0.8 39203672 569284 ?     S<l  janv.19   2:42 io.github.sheepdestroyer.materialisheep
10108       5298  0.0  0.4 13910756 268200 ?     Sl   janv.19   0:00 com.android.inputmethod.latin
10093       5933  0.0  0.1 13713148 124580 ?     Sl   janv.19   0:00 com.google.android.ims
10099       6846  0.0  0.4 14051480 281884 ?     Sl   janv.19   0:01 com.google.android.gms
root        7139  0.0  0.0      0     0 ?        S    janv.19   0:00 [psimon]
sheepde+    7491  0.0  0.0 1236800 27768 ?       Ssl  janv.19   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
sheepde+    7506  0.0  0.0 531684 19072 ?        Ssl  janv.19   0:00 /usr/libexec/gvfs-mtp-volume-monitor
sheepde+    7511  0.0  0.0 533568 19972 ?        Ssl  janv.19   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
sheepde+    7516  0.0  0.0 612536 22540 ?        Ssl  janv.19   0:00 /usr/libexec/gvfs-afc-volume-monitor
sheepde+    7522  0.0  0.0 531868 19420 ?        Ssl  janv.19   0:00 /usr/libexec/gvfs-goa-volume-monitor
sheepde+    7526  0.0  0.0 685488 46500 ?        SLsl janv.19   0:00 /usr/libexec/goa-daemon
sheepde+    7532  0.0  0.0 619912 25740 ?        Ssl  janv.19   0:00 /usr/libexec/goa-identity-service
99009       7872  0.0  0.2 268494396 194188 ?    S<l  janv.19   0:01 com.google.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:6
sheepde+    7933  0.6  1.6 52120084 1075012 ?    Ssl  janv.19   7:08 /opt/google/chrome/chrome
sheepde+    7937  0.0  0.0 230624 13892 ?        S    janv.19   0:00 cat
sheepde+    7938  0.0  0.0 230624 13936 ?        S    janv.19   0:00 cat
sheepde+    7940  0.0  0.0 50354760 4288 ?       Sl   janv.19   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/sheepdestroyer/.config/google-chrome/Crash Reports --metrics-dir=/home/sheepdestroyer/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 43 (Forty Three) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=144.0.7559.59 --initial-client-fd=5 --shared-client-connection
sheepde+    7942  0.0  0.0 50345524 3712 ?       Sl   janv.19   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/sheepdestroyer/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Fedora Linux 43 (Forty Three) --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=144.0.7559.59 --initial-client-fd=4 --shared-client-connection
sheepde+    7948  0.0  0.1 51221480 81912 ?      S    janv.19   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --change-stack-guard-on-fork=enable
sheepde+    7949  0.0  0.1 51221468 81948 ?      S    janv.19   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --change-stack-guard-on-fork=enable
sheepde+    7951  0.0  0.0 51221496 19320 ?      S    janv.19   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --change-stack-guard-on-fork=enable
root        7971  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-6b]
sheepde+    7979  1.3  0.7 51877076 461040 ?     Sl   janv.19  14:15 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,15247863763078548576,292259462043972418,262144 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190708988185955192
sheepde+    7985  0.1  0.2 51224492 184272 ?     Sl   janv.19   1:58 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13716679560356780403,5504964683423118016,524288 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190708989122997041
sheepde+    7990  0.0  0.1 51295344 83488 ?      Sl   janv.19   0:03 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en-US --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5021067776468797928,6524293035102819208,524288 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190708990060038890
sheepde+    8054  0.0  0.2 1461980172 135676 ?   Sl   janv.19   0:02 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4706944750 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6640523247939061529,12396818166255581377,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190708994745248135
sheepde+    8083  0.0  0.2 1461985288 132984 ?   Sl   janv.19   0:16 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=10 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4706992482 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14179556666556899000,4217958286545209958,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190708995682289984
root        8093  0.0  0.0 396320  8140 ?        Ssl  janv.19   0:00 /usr/bin/pcscd --foreground --auto-exit
sheepde+    8094  0.0  0.3 1149128 246248 ?      Sl   janv.19   0:04 /usr/bin/plasma-browser-integration-host chrome-extension://cimiefiiaegbelhefglklhhakcgmhkai/
root        8111  0.0  0.0      0     0 ?        S    janv.19   0:03 [nvidia-drm/timeline-6c]
sheepde+    8114  0.0  0.0 51557784 41160 ?      S    janv.19   0:00 /opt/google/chrome/chrome --type=broker
root        8115  0.0  0.0      0     0 ?        S    janv.19   0:00 [nvidia-drm/timeline-6d]
sheepde+    8328  0.0  0.2 1460342068 163236 ?   Sl   janv.19   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=246 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4712671425 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13382813565182465920,4454696235987245,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709216824166348
sheepde+    8343  0.0  0.2 1460448616 164280 ?   Sl   janv.19   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=247 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4712829345 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,18016096140534523119,11478272571965201190,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709217761208197
sheepde+    8349  0.0  0.4 1460476212 319976 ?   Sl   janv.19   0:52 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=248 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4712832526 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12133611815347207772,15987966873242777124,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709218698250046
sheepde+    8361  0.0  0.4 1462163768 267632 ?   Sl   janv.19   0:07 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=249 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4712842043 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9227763076777601522,8531958109577517927,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709219635291895
sheepde+    8367  0.0  0.2 1460290340 161572 ?   Sl   janv.19   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=250 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4712845493 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15682853771421176342,3156345059297883584,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709220572333744
sheepde+    8411  0.0  0.2 1460314868 175424 ?   Sl   janv.19   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=252 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4713080443 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15157949689057847952,9463446141918385887,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709222446417442
sheepde+    8450  0.0  0.4 1460454432 323980 ?   Sl   janv.19   0:35 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=253 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4713268338 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14672742559354691724,2064578567642895286,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709223383459291
sheepde+    8471  0.0  0.1 51040540 106000 ?     Sl   janv.19   0:39 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12284125264938541798,9963372738299156079,524288 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709224320501140
sheepde+    8520  0.0  0.4 1460498568 281928 ?   Sl   janv.19   0:20 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4714901348 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5489721706847927559,13779473216375389760,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709011612001417
sheepde+    8526  0.0  0.6 1460486488 441544 ?   Sl   janv.19   0:40 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=25 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4714905833 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17580530864262968450,15277032516797874809,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709009737917719
sheepde+    8665  0.1  0.7 1463920908 472580 ?   Sl   janv.19   1:07 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=26 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4716076722 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17083439504255912440,15817368920369160027,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709010674959568
sheepde+    8764  0.0  0.2 1460263464 196932 ?   Sl   janv.19   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=7940 --enable-crash-reporter=cf1827dc-4e2b-4aa6-8ea1-2c07a2980d3b, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=en-US --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --time-ticks-at-unix-epoch=-1768850553560350 --launch-time-ticks=4718668674 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9973547343504681054,9561317689950798839,2097152 --field-trial-handle=3,i,17136195269518335708,2804156880427201358,262144 --disable-features=EyeDropper --variations-seed-version=20260118-030036.422000 --trace-process-track-uuid=3190709014423126964
